username_length,num_followers,num_following,num_posts,account_age_days,bio_length,profile_pic,fake
14,4327,7436,296,2986,87,0,0
10,5810,8524,985,317,55,1,0
9,3655,5674,219,1923,104,1,0
10,3793,5002,768,3158,34,1,0
5,9947,910,366,2339,24,1,0
9,6738,949,779,1493,112,0,0
13,1577,5425,228,2777,98,1,0
14,9488,2514,630,1895,146,1,0
6,2220,7701,439,1602,30,0,0
5,9164,100,689,1793,80,0,1
14,1030,4646,531,3476,49,0,1
13,6691,6945,449,1451,86,1,0
14,3992,2400,35,2423,190,1,0
13,913,5801,846,1926,46,1,0
13,6358,2343,421,567,0,1,0
10,2181,352,917,2916,124,0,0
12,3197,2955,619,2803,185,0,0
5,6040,1018,188,252,137,1,0
14,1462,1179,177,1557,135,1,0
8,7037,5193,607,2355,105,1,0
5,9499,3536,314,3502,124,1,0
12,4994,2502,19,675,153,0,0
5,9381,3819,675,2916,161,0,0
7,5308,6855,381,2312,18,0,1
8,6221,979,608,2116,71,0,0
12,7090,976,142,3179,128,1,0
10,7769,9563,61,3472,175,0,0
14,687,2280,241,1603,152,1,0
11,4661,5897,237,3271,23,0,0
12,9399,107,130,3264,174,0,0
6,1894,9164,604,514,83,1,0
14,7389,1626,602,2817,119,0,0
12,4922,8895,644,442,68,0,1
7,6322,6229,122,1,194,0,1
11,3183,6877,439,2406,159,0,0
7,3797,874,926,1139,144,1,0
11,5178,5543,341,903,188,0,0
6,9836,3809,418,1624,105,0,0
14,3968,2107,629,1221,68,0,1
10,2716,9465,454,2322,10,1,0
7,190,559,197,856,165,1,0
7,1335,8308,281,1018,195,0,1
13,8181,4969,885,1184,146,0,0
11,378,3046,0,2221,102,0,1
9,3829,43,722,3617,144,1,0
14,6380,508,774,3530,12,0,1
11,615,6107,931,585,0,0,0
13,2330,3439,331,3505,1,1,0
5,1754,3928,211,2977,108,1,0
11,463,5411,86,2529,193,1,0
10,9158,916,664,455,195,0,0
14,4267,798,861,196,143,0,0
13,3158,4971,698,2844,3,0,0
5,3624,1760,60,599,56,1,0
8,4938,3275,796,1333,112,0,0
13,5417,818,94,1760,22,0,1
8,6004,5040,785,556,123,1,0
14,8881,3065,552,2896,116,1,0
7,5603,3259,146,1518,129,0,1
13,2212,906,245,439,194,1,0
6,6120,602,643,2698,86,0,0
8,5818,4295,960,359,153,0,0
10,382,9983,296,3108,124,0,0
6,2256,3527,122,1058,110,1,0
12,1412,4543,654,1112,6,0,1
12,9775,1811,693,2706,43,1,0
5,6146,9032,703,2064,160,1,0
7,371,7963,455,2793,112,1,0
14,5806,5249,398,421,191,1,0
13,5565,4615,718,553,163,0,1
9,8802,9228,945,2815,3,1,0
10,8307,8916,230,2841,117,0,1
8,7437,6766,533,1150,22,0,1
14,446,9179,401,1032,152,0,0
6,1391,802,591,3544,89,0,1
12,1340,2582,129,1492,91,1,0
10,2939,6445,291,880,154,1,0
9,5969,3837,275,1886,50,0,0
13,9265,8718,911,852,114,0,1
5,4813,1665,834,510,80,0,0
9,3569,9330,375,3474,102,1,0
10,5454,8651,925,1860,196,1,0
9,3150,6975,54,3248,79,0,1
10,9797,2552,577,1764,150,0,1
10,6414,7475,738,966,102,0,1
11,4657,2808,25,1859,8,1,0
8,6947,5633,440,914,32,0,1
12,7943,6096,764,1391,34,1,0
11,3662,8823,196,1512,49,1,0
13,4482,2456,641,2066,23,1,0
11,4797,9173,242,2104,151,0,0
7,5068,5423,823,2967,146,1,0
7,5480,4317,723,1059,38,1,0
12,8033,1556,189,2950,188,0,1
9,983,2205,801,2678,24,0,0
8,5607,3955,737,794,152,0,0
12,8543,9113,757,1597,154,1,0
10,9916,6805,567,1807,31,1,0
6,9471,404,566,347,138,0,0
8,1907,1620,275,1056,196,1,0
8,6924,2952,817,908,107,0,1
10,9216,8080,408,1024,32,0,1
10,8737,3118,339,3205,146,1,0
5,4174,7380,152,576,106,1,0
12,9080,6630,564,199,110,1,0
10,7265,9786,397,3328,120,1,0
7,9297,565,443,1366,15,0,0
13,1990,4799,622,1999,10,0,0
6,5596,7670,426,1255,97,1,0
12,3998,2868,957,2349,115,1,0
14,3775,9049,486,1017,196,1,0
7,9112,9476,203,3619,182,0,0
9,4645,8776,111,26,24,0,1
10,2061,4327,324,1559,92,1,0
14,4487,6413,958,3546,110,0,0
10,4435,7614,257,3459,95,0,1
8,2644,1245,949,3357,161,0,1
7,1045,8243,527,2498,11,0,1
8,7951,537,950,2368,20,1,0
5,6449,540,349,2204,126,1,0
8,2681,814,938,471,28,1,0
5,3199,1415,956,2468,178,1,0
5,6768,1652,677,3185,120,0,1
14,9130,4062,812,651,123,1,0
10,7440,2356,893,3494,150,1,0
9,8633,3810,434,886,32,1,0
8,2550,9055,425,930,135,1,0
7,4225,185,279,1745,169,1,0
5,596,1551,370,2883,76,0,0
10,6054,7013,669,876,196,1,0
6,1505,761,932,942,40,0,0
12,9053,9471,248,3042,73,0,0
14,6468,6163,890,1309,62,0,0
9,7236,7635,180,572,13,0,0
11,1551,3281,702,54,189,0,0
14,9928,1536,998,605,74,0,1
6,6852,6201,650,325,173,1,0
12,1449,3164,77,3018,66,0,0
6,5953,2770,918,3530,92,1,0
8,8456,7399,884,885,52,0,0
5,8042,3845,335,265,179,0,1
9,2659,3435,49,382,93,0,0
13,7509,4710,84,1237,112,1,0
5,7893,561,694,2381,134,0,0
13,7445,4717,694,3082,181,0,0
12,2721,7623,3,1382,10,1,1
10,9654,7187,992,2251,24,0,0
11,9637,2180,949,2106,186,0,0
7,2925,1960,316,1518,193,0,0
5,9824,3879,110,1534,154,1,0
9,7104,5153,333,1792,82,0,1
6,6240,7035,850,3295,185,0,0
9,512,3270,762,3441,92,1,0
12,215,4687,132,3490,138,1,0
13,7299,582,611,547,54,0,0
6,3153,9805,990,871,18,0,1
7,7450,9293,913,2151,91,0,0
7,1706,288,683,3233,166,0,0
5,1567,5664,798,1224,89,1,0
12,1128,7979,118,3232,197,1,0
10,3510,3859,349,865,10,1,0
12,7867,3060,916,3208,141,0,1
13,2365,1183,686,1966,59,1,0
9,5583,4335,541,398,163,1,0
7,4897,1446,54,1762,40,0,1
9,5718,6679,360,392,129,0,1
9,6001,9941,707,2154,184,0,0
9,4567,6213,452,1613,106,0,0
7,9271,1903,552,1078,59,0,0
14,2741,7894,684,1301,147,0,1
8,3020,9269,329,2159,21,1,0
13,6256,2377,218,2272,127,0,0
14,228,847,207,2123,125,0,1
13,8362,7370,669,2554,102,1,0
6,294,6341,844,3086,131,1,0
12,4284,1239,739,2818,183,1,0
12,8617,5600,84,2530,109,1,0
11,6801,9524,684,3261,57,1,0
12,918,4791,244,364,64,0,0
7,498,2365,871,2287,57,0,1
10,2809,5055,684,1425,157,1,0
5,4961,5622,334,846,75,1,0
11,9017,372,211,3033,18,1,0
5,3779,7783,595,1328,127,1,0
13,2118,1949,684,3163,189,0,0
5,6391,244,182,392,103,1,0
5,145,7795,954,3256,106,1,0
11,7942,5772,132,1041,117,0,1
6,4565,124,891,3013,195,0,1
9,192,1919,799,2060,78,0,0
12,5187,9827,773,3238,83,1,0
12,6637,9617,349,2047,171,1,0
7,8243,9732,281,146,117,0,0
11,2410,530,292,1306,188,1,0
7,1820,7849,268,1573,148,1,0
10,2964,6929,860,2217,9,0,1
10,2521,4349,196,2895,29,0,1
7,2568,4756,536,2218,23,0,1
11,5882,1801,652,2033,175,1,0
7,1867,5156,983,765,54,0,0
12,7465,7856,734,1370,103,1,0
14,7602,5461,19,499,126,1,0
8,3199,9228,758,3532,179,1,0
5,6103,5302,839,3369,124,0,1
8,240,7432,955,1967,165,0,1
11,3440,6189,712,1166,194,0,1
8,4631,1142,404,2945,92,1,0
10,9599,7076,114,1761,7,0,0
13,8274,7614,894,3125,156,0,1
5,5077,9947,700,118,137,1,0
9,3768,4840,979,365,196,1,0
11,9142,1629,974,1982,74,0,1
5,7995,5062,25,136,195,0,1
8,8802,762,565,3486,176,1,0
10,6429,6905,681,1101,185,1,0
6,3605,4889,394,1872,162,1,0
14,2173,4839,932,2605,177,0,1
9,9714,3957,380,18,39,0,1
14,6568,557,522,1891,139,1,0
5,2601,4621,538,2451,84,0,0
10,2657,839,861,205,15,0,0
10,6080,8194,82,499,77,0,0
8,7325,9243,801,2372,47,1,0
12,2159,9596,549,595,90,0,1
8,3830,8348,444,562,128,1,0
12,8313,6998,86,1305,192,0,1
12,4368,510,948,3238,21,1,0
9,1317,1137,832,3315,142,1,0
8,4493,5606,386,2527,194,0,0
6,1230,4666,962,2212,13,0,1
7,1133,8906,667,2372,72,1,0
7,7607,5434,397,3640,18,1,0
8,1301,6446,819,2599,39,0,0
8,1910,2654,285,2879,97,1,0
14,8082,990,697,640,3,1,0
9,8107,7820,693,1927,32,0,1
8,9697,2160,964,2682,42,0,1
14,7970,5740,368,2807,164,0,0
12,1916,4457,654,2256,193,0,0
10,6996,2063,421,315,26,1,0
10,2757,1977,717,2352,172,0,1
12,6464,8567,653,901,80,0,0
11,178,8933,696,2287,112,0,1
14,9088,2667,442,1751,177,0,0
14,6362,9432,752,804,116,1,0
12,9743,4919,519,3296,123,1,0
6,8683,8609,583,3160,94,0,0
13,60,7642,914,1561,62,0,0
5,9269,8798,287,1453,133,0,0
12,6681,8759,94,1244,123,0,1
8,2895,543,668,2323,115,1,0
8,585,883,40,1671,94,1,0
9,5823,4798,330,2028,66,1,0
12,534,8040,812,3002,194,1,0
9,3462,9415,780,1769,96,0,0
12,4011,5718,154,2001,115,1,0
14,3398,2068,503,1090,186,1,0
5,2155,7478,274,1447,12,0,0
14,5966,8120,665,2303,148,1,0
13,7329,7820,564,2173,63,1,0
10,6957,1786,178,1170,164,1,0
7,9196,5715,932,615,84,0,0
12,5325,9649,751,2433,175,0,1
13,8518,8269,136,2495,55,0,1
10,4703,1308,766,387,171,0,1
11,2706,8839,987,2431,140,1,0
5,1,8744,735,3349,131,1,0
9,9225,8473,179,1406,111,0,0
9,8316,9473,181,124,32,0,0
14,1104,4861,258,3339,164,0,0
8,1861,2776,242,1814,52,1,0
10,5269,1596,95,3183,100,1,0
11,6943,479,196,3453,151,0,1
13,8320,3312,903,1625,88,0,1
5,437,6156,525,1182,178,0,0
10,4846,7919,631,728,168,0,1
11,3129,6744,386,2944,28,0,1
7,9413,3898,407,3620,186,0,0
12,8081,2072,268,1142,167,0,0
9,901,9487,170,2376,50,0,0
13,5398,5624,924,2742,49,1,0
9,6678,938,583,3140,110,0,0
13,5529,8176,690,3506,35,1,0
14,6604,761,169,359,108,0,0
8,3918,7254,158,3051,59,1,0
13,1067,1669,508,2845,145,0,1
9,26,7128,446,443,19,0,1
14,6937,3862,665,2212,132,1,0
13,7264,2685,913,973,145,0,0
7,7118,6634,81,361,123,1,0
8,547,1931,56,2633,167,1,0
13,8758,7308,518,3191,0,1,0
14,8895,3939,111,853,18,0,1
10,5338,1126,997,3059,86,1,0
6,3140,6021,47,3267,153,0,0
11,7996,6437,591,1625,28,1,0
6,1590,7039,886,1612,58,0,0
6,7776,5373,375,1757,62,1,0
5,4943,1203,827,1024,97,1,0
7,8997,4135,32,1908,189,0,1
10,7798,8711,503,1931,47,0,0
12,3791,7904,626,241,61,0,1
13,1357,2283,895,3581,17,0,1
11,8092,4558,2,666,193,0,1
8,3225,5347,485,2613,26,0,0
10,2460,7867,515,1166,5,0,1
9,8737,5944,867,2880,197,0,1
12,2728,8674,771,976,186,0,0
5,6726,2477,41,2040,5,1,0
5,7481,3093,8,2079,30,1,0
10,6430,8534,999,223,104,1,0
14,3114,7207,818,1828,93,1,0
6,616,9654,656,2314,55,0,0
9,3644,9394,912,1306,181,1,0
5,6413,9813,608,788,168,1,0
11,1203,6227,787,2429,17,1,0
5,9951,3535,141,556,86,0,1
8,2565,7004,789,2110,22,0,1
13,3174,2913,435,2761,163,1,0
5,3081,9381,26,847,24,1,0
8,2630,2340,42,2569,6,1,0
10,3161,9795,130,1095,147,0,1
10,4321,5289,215,2650,132,1,0
12,8861,597,605,1560,17,1,0
5,6269,8836,519,140,105,0,0
11,7099,7145,597,3388,32,1,0
5,7376,2902,344,1364,78,1,0
11,4078,6645,507,590,34,1,0
7,5801,8955,649,1750,109,1,0
12,4151,7694,880,2576,64,1,0
7,8911,4830,412,541,62,1,0
5,2600,7546,935,3488,71,1,0
12,6175,7368,245,3539,198,1,0
7,666,9834,448,2423,40,0,0
6,283,2160,20,291,177,1,0
5,5840,5878,998,2091,127,1,0
7,3565,7663,407,3125,107,1,0
6,4593,3749,456,1256,103,0,1
6,1465,2922,443,1236,157,1,0
10,8321,6486,921,8,37,0,1
5,4734,8112,264,1658,34,1,0
6,6257,8771,659,483,193,0,0
10,7366,3804,183,2090,173,0,1
7,3672,4878,226,333,135,0,0
8,7382,2368,803,1257,101,1,0
5,6587,8093,547,3142,67,1,0
12,992,3932,245,1040,36,0,1
11,6858,5608,72,2117,84,1,0
11,2121,6635,149,2101,140,0,0
7,2223,6395,512,685,172,1,0
14,4522,6101,68,994,28,1,0
14,3188,9292,968,1798,40,0,0
7,3237,9862,804,3451,55,0,1
6,4136,5531,229,1825,15,1,0
5,343,4970,722,3535,139,0,1
11,4704,6344,71,2575,65,0,0
11,4823,8408,874,1806,189,1,0
6,4920,375,607,1703,146,0,0
11,3201,7887,396,63,157,1,0
12,5471,1609,83,261,143,1,0
5,888,2939,739,3572,140,0,0
13,9533,4062,298,3193,68,0,0
11,7127,1613,747,858,22,0,1
7,3720,6578,292,1264,189,1,0
12,2883,7851,733,1489,158,0,1
11,4212,3679,969,1131,52,1,0
12,6961,7540,222,2031,119,0,0
10,2415,9488,792,180,144,0,0
13,9309,7074,732,3088,127,1,0
9,3001,3996,215,355,48,0,1
7,1738,4786,230,934,176,0,1
7,1364,5695,404,3381,194,1,0
5,2708,9347,168,2775,153,0,0
12,924,6998,328,589,12,0,0
6,151,2366,425,1761,107,1,0
7,8777,6764,553,605,165,0,1
12,8044,8976,769,2229,149,0,0
12,912,9273,195,174,84,1,0
8,2321,1614,903,2402,156,0,1
8,495,4555,607,354,44,0,1
9,2148,2416,828,3291,173,0,1
10,556,7288,525,1339,166,1,0
9,1552,6862,624,434,196,0,1
11,2120,3653,76,2953,81,1,0
6,3085,6639,276,2330,67,0,0
11,3504,496,919,259,96,0,0
14,156,504,945,868,166,0,0
11,8926,7699,465,2607,147,0,1
5,7505,5733,940,2053,76,0,1
11,7162,8055,447,3646,195,0,1
9,5523,3216,319,2004,34,0,0
7,7543,5688,999,596,135,0,1
7,8055,9600,921,1669,51,0,1
8,4654,4364,159,394,39,1,0
6,6250,6042,491,336,120,0,1
6,7246,1477,312,2111,112,1,0
5,154,4960,630,44,110,1,0
9,7950,2397,948,2201,35,0,0
8,996,8301,160,854,133,1,0
14,4626,8841,307,3228,69,1,0
6,2905,6194,862,3550,72,1,0
7,9369,7570,145,275,15,1,0
11,153,7730,674,3430,173,0,0
11,7853,1499,395,426,186,1,0
8,6481,7235,690,3604,37,0,0
9,5599,595,88,483,17,1,0
9,1716,978,734,214,11,1,0
10,786,730,777,2127,53,1,0
13,4368,56,750,139,174,0,1
6,8096,2243,307,950,0,0,0
9,4272,5879,545,98,142,0,1
7,3767,1701,370,664,110,0,0
8,8834,7229,450,2246,20,1,0
14,5994,1286,166,2833,128,0,0
10,7216,8303,391,2204,92,1,0
12,8857,9393,636,1074,194,0,0
5,3426,947,735,479,139,1,0
14,3783,4121,490,2276,123,1,0
12,5427,6553,924,3529,155,0,0
11,7011,757,149,2570,38,1,0
5,8052,5651,467,2197,164,1,0
6,3701,7273,965,1082,59,1,0
7,9261,3535,700,162,158,1,0
5,2349,2293,42,2911,185,1,0
13,7011,1104,944,1501,96,0,1
12,7055,8853,28,3179,103,0,1
6,1212,908,873,1451,138,1,0
13,6965,6539,631,395,109,1,0
11,9344,4617,848,801,28,0,1
13,6704,7069,30,186,88,0,1
10,7433,2311,692,558,118,0,1
10,2511,789,673,1981,140,1,0
8,143,171,127,446,50,1,0
14,7367,7989,766,830,107,0,1
14,3228,1885,293,3520,181,0,1
6,4582,8667,440,2135,146,0,1
11,6031,1049,868,1273,57,1,0
9,4243,4129,387,3512,35,1,0
10,9549,1161,765,3329,27,1,0
6,2713,815,641,3349,195,0,1
9,4185,3766,523,1814,130,1,0
14,9549,8945,546,2486,100,0,0
8,7328,4661,709,516,106,0,0
13,4633,8653,759,1601,88,0,1
10,3192,3239,109,947,168,1,0
6,300,8272,327,1226,34,1,0
5,723,2804,404,1599,92,1,0
9,5694,8031,244,1679,104,1,0
13,3010,869,761,756,75,1,0
10,5555,5526,877,2845,83,1,0
14,67,7741,828,3252,75,0,0
11,2506,4694,162,2734,49,0,1
9,1537,8998,559,325,99,1,0
14,397,1934,398,2671,157,1,0
10,5680,5172,582,687,71,1,0
9,9355,703,398,1499,114,0,0
13,4825,2523,492,1689,76,1,0
10,8747,2639,645,2000,120,0,0
12,6048,6159,238,2448,197,1,0
6,3661,3909,464,868,53,0,1
13,9943,1164,579,217,70,0,1
9,2941,619,789,2857,84,1,0
11,7067,7982,31,3009,101,0,1
14,5091,3066,122,3525,106,0,1
5,1601,4872,533,1001,178,0,0
14,1480,8638,666,3476,27,0,0
9,6230,2337,109,1989,191,1,0
14,9294,8400,270,932,107,0,0
6,3276,5594,379,2013,20,0,1
10,6447,2460,299,240,154,0,1
5,5499,6820,626,1210,26,1,0
7,6273,5546,981,48,76,1,0
9,1299,3442,731,3458,49,0,0
8,5818,2711,741,3280,156,1,0
7,6701,1291,763,3229,166,1,0
14,4994,5374,248,1249,56,1,0
9,7489,9592,520,1168,118,1,0
12,9727,2655,33,3491,164,1,0
8,8269,6513,227,3183,63,1,0
5,2831,7394,584,875,47,1,0
11,2721,704,398,1898,149,0,0
12,1532,825,957,3537,157,0,1
7,8429,9196,812,2180,155,0,0
10,5253,376,723,625,150,1,0
6,1996,972,583,1860,3,0,0
11,5311,4213,569,1971,130,1,0
12,277,443,219,601,60,1,0
10,3089,7519,370,2721,95,0,0
10,523,754,786,2382,3,0,1
9,4275,4735,760,1944,64,0,1
12,5365,5396,527,3147,139,0,1
5,3122,3465,74,1817,140,1,0
14,8167,2711,617,3484,161,0,0
8,5190,2407,135,3591,123,0,0
8,4575,8814,928,2084,186,1,0
7,7727,5588,73,2826,92,1,0
7,1797,6104,253,1649,30,1,0
8,2131,5747,17,1828,70,1,0
5,7322,1723,930,223,140,1,0
6,6500,7224,42,1747,181,0,1
13,815,1919,49,530,1,0,0
14,8634,918,514,2289,160,1,0
6,6666,4215,743,134,49,0,0
9,142,581,730,391,134,1,0
13,1410,3881,570,102,145,0,1
13,534,9878,795,2041,178,0,1
12,9908,3909,813,2729,7,0,0
5,3364,1999,575,2546,54,0,0
5,1032,400,581,2559,42,0,0
13,3342,3648,302,2751,186,1,0
12,9602,5445,141,3042,29,0,0
14,6085,2628,902,3609,58,0,1
13,4500,1656,201,2001,8,0,1
11,1172,620,206,949,67,0,0
7,9080,246,414,1569,166,1,0
7,4517,5212,220,3415,80,1,0
6,8007,3339,361,841,138,1,0
9,1641,6758,757,2054,122,0,1
7,471,7086,80,3006,129,1,0
10,2940,3010,762,194,22,1,0
6,8738,4719,562,742,190,1,0
7,4726,2368,284,3209,21,1,0
9,7670,1839,368,2960,188,0,1
5,3723,2903,491,473,153,0,1
5,363,6205,910,2264,139,0,1
14,3309,4395,895,3421,159,0,0
13,545,5767,345,2924,8,1,0
11,3240,3691,203,3255,196,0,0
5,6665,7470,24,3240,89,0,1
12,1936,3841,956,38,198,0,0
7,9154,4348,552,1699,32,1,0
12,882,6621,68,471,151,1,0
9,3840,1392,515,2500,88,1,0
5,6923,6060,491,1514,94,0,0
11,9062,4255,239,3214,68,0,1
9,4611,4300,360,1013,37,0,0
10,9057,3338,440,1784,138,0,1
10,5204,5487,30,1967,159,1,0
12,7288,3514,898,103,63,0,0
13,3203,759,628,1735,71,1,0
6,2244,9915,706,1736,19,1,0
13,18,8621,601,42,33,0,1
14,641,6793,689,2995,110,1,0
13,3083,2459,656,3219,41,0,0
14,5200,5273,955,2114,135,0,1
14,8521,1718,713,2991,65,0,0
11,865,9457,321,193,20,0,1
5,773,5423,343,3370,78,1,0
11,4732,1308,714,1062,69,1,0
14,3518,1050,535,2550,4,0,1
9,6795,5479,354,1677,66,1,0
10,6984,2249,470,3500,170,1,0
14,2567,2809,927,2712,15,1,0
11,1674,2921,982,2400,98,0,0
9,739,4676,993,326,72,0,1
11,1545,4041,104,3110,34,0,1
13,9327,2417,786,1121,82,1,0
7,5127,532,321,108,170,0,0
12,6947,9090,571,2679,109,0,0
6,6620,8167,882,2199,38,0,1
11,9065,1469,961,1098,9,0,1
6,4555,9444,526,3129,147,0,0
8,5645,7292,503,2926,0,0,0
11,8943,8961,84,335,5,1,0
7,7124,9025,930,3324,180,0,1
6,9045,7142,708,1943,173,1,0
14,3732,6000,234,2040,65,0,1
11,2283,7081,922,804,37,1,0
5,9521,4649,855,1849,160,1,0
12,8669,6931,262,767,66,1,0
7,6998,3424,5,1278,99,0,0
6,5413,1091,493,1409,76,0,1
7,1269,9388,892,3528,34,1,0
9,7868,9852,288,2307,44,1,0
12,2603,7849,569,2830,149,0,1
14,5961,4654,944,1489,67,0,1
11,9661,260,656,34,16,0,0
11,8569,5936,877,3567,4,1,0
11,7557,9377,553,2374,56,1,0
12,1680,4370,349,837,94,1,0
5,8433,4301,199,3310,167,1,0
8,9111,7207,935,2739,29,1,0
10,5682,5819,685,2025,169,0,1
13,8084,9058,966,1640,6,1,0
6,5367,92,965,3613,123,1,0
5,69,5161,963,739,198,0,0
14,3924,7632,896,1490,90,0,1
6,6200,9543,334,2792,146,0,0
11,2007,6208,606,1328,168,1,0
7,8992,8556,216,1886,161,0,0
14,8119,4916,622,2895,149,1,0
6,2779,3718,352,117,51,0,1
11,4920,6125,691,3279,5,1,0
6,755,1924,674,1505,108,1,0
7,6495,3095,630,2698,94,0,0
11,5935,6683,324,2451,152,1,0
8,9513,5181,900,3045,65,0,1
5,2330,2538,227,2034,9,1,0
9,5705,9488,144,1700,25,1,0
13,8301,2276,948,1924,132,1,0
12,1016,8194,307,1611,67,0,1
13,7347,9945,653,2281,97,1,0
14,8216,910,633,2977,70,0,1
13,4938,306,284,1308,49,1,0
11,2838,6575,391,2528,16,1,0
8,737,4231,737,976,10,0,0
9,6200,6028,359,2057,52,0,1
5,8371,6658,768,715,49,1,0
5,231,6336,796,1926,135,1,0
7,1917,9630,931,2427,123,1,0
12,8534,872,946,2429,61,1,0
6,5918,1141,164,844,75,1,0
8,2623,665,732,360,122,1,0
6,8646,8400,580,2224,89,0,0
9,6401,951,820,485,28,1,0
13,7072,9249,223,1429,101,0,1
5,2276,4722,123,2081,100,1,0
9,7393,4008,947,1489,109,1,0
13,8787,6655,343,696,171,0,0
5,3874,6190,850,2205,108,1,0
13,4530,771,523,565,172,1,0
12,7164,4030,51,1832,28,0,1
8,4497,7859,128,202,58,1,0
14,7933,521,134,1199,142,0,1
9,2135,3355,656,1268,69,1,0
9,6727,1400,126,3341,95,1,0
10,1565,3723,737,2971,43,0,1
11,308,6579,938,1470,163,0,1
12,8534,3247,70,74,83,1,0
12,8627,1858,272,96,120,0,0
6,8368,4781,186,1897,56,0,1
13,138,4064,2,173,116,0,1
11,193,2398,284,1923,63,1,0
8,3257,142,21,3478,98,0,0
8,3235,5062,165,2203,37,0,1
12,942,3469,309,3255,144,0,1
8,4620,3695,874,3395,26,0,0
10,5720,717,476,2337,16,0,1
9,6353,642,497,258,62,1,0
7,4957,2548,433,2222,10,1,0
14,9145,8561,757,330,63,1,0
6,9494,3650,233,1255,38,1,0
13,3381,7549,836,2807,129,1,0
14,5839,8978,669,3068,114,0,1
13,2880,949,662,161,193,0,0
5,4887,5444,724,186,181,1,0
14,545,521,375,143,156,0,1
7,1927,6632,729,3354,44,0,0
12,4152,6048,245,2955,87,0,1
10,4,354,302,640,79,1,1
9,5533,1482,404,2075,158,0,0
9,9554,9839,787,3318,176,0,0
10,5378,6994,662,3559,8,1,0
11,6233,2215,707,202,154,1,0
5,2663,4716,916,3093,183,0,1
13,9465,8619,20,1615,104,0,1
7,3326,5821,256,2718,124,1,0
8,3659,2537,398,3166,77,1,0
14,1131,6339,528,3080,44,0,1
5,4763,8736,50,472,170,0,1
14,6737,4919,446,3411,107,1,0
7,5092,7075,269,2307,149,0,0
6,6022,3765,826,2103,98,1,0
6,3159,8850,594,911,160,1,0
5,6159,7082,817,1572,26,1,0
12,7318,2827,635,1030,39,0,1
7,8445,2058,801,3449,25,0,0
7,5307,7749,261,2602,82,1,0
10,8520,730,364,1074,172,1,0
12,3044,1832,48,2160,172,1,0
13,9612,8600,517,2194,25,1,0
13,5636,6505,628,230,69,0,1
8,2892,7170,117,1747,66,1,0
9,5288,4179,452,2545,5,1,0
6,5812,6299,774,1330,27,1,0
13,654,7830,864,3614,194,0,1
12,5481,4802,972,461,12,1,0
7,759,6057,946,807,62,1,0
13,6782,6615,885,1932,12,1,0
7,1798,6762,640,2274,128,1,0
13,5159,5543,396,59,39,1,0
6,8446,8325,682,1100,164,0,1
14,5262,4883,26,2476,30,0,0
13,3823,7050,710,728,16,0,1
12,1876,4959,371,1156,136,1,0
13,6154,666,898,2980,108,1,0
9,7787,276,825,498,63,0,1
6,4516,881,856,2864,56,1,0
12,3734,2060,96,910,140,0,1
10,9436,2082,999,1329,164,1,0
12,5972,6702,528,2115,141,0,0
9,6639,9429,684,230,24,0,0
14,5356,158,973,3031,121,1,0
6,6380,5229,612,333,77,1,0
10,1008,7956,185,2325,56,0,0
9,4314,7514,695,1897,70,0,0
9,9702,7803,949,1608,87,1,0
5,2508,2526,214,721,112,0,0
6,4758,8302,250,2192,99,1,0
12,2682,7803,215,1275,169,0,1
7,7311,6574,28,691,169,1,0
14,989,8733,101,3152,46,1,0
7,8446,1138,122,57,115,1,0
12,4711,7257,53,3438,171,0,1
12,6479,3283,282,2356,168,1,0
6,6964,7762,613,2222,130,1,0
12,8075,7896,116,1486,89,1,0
5,4452,2419,615,750,110,0,1
10,8447,1756,556,3052,89,1,0
12,1007,2306,113,678,128,1,0
7,6496,7630,854,3565,138,1,0
12,9947,6263,542,560,134,1,0
5,7688,9167,675,1663,11,1,0
13,3908,5008,976,1705,165,0,0
13,2803,5247,700,3446,181,1,0
9,4379,8914,292,1979,194,1,0
14,98,2570,194,349,105,0,0
8,8388,5807,291,1091,121,0,0
10,877,7812,886,2378,52,0,0
11,1868,324,260,2242,159,0,0
9,2665,7487,941,1179,99,1,0
14,1388,9721,206,3232,172,0,0
13,2415,5645,563,1720,178,1,0
7,8761,1945,48,2314,36,0,0
11,2637,4486,5,2216,118,0,0
14,7242,2430,378,2193,58,1,0
14,9257,3510,393,2234,53,0,0
9,8613,845,885,886,145,0,1
11,2883,567,223,865,0,1,0
6,1204,2179,22,2822,148,0,1
8,544,2019,656,3495,27,0,1
6,1223,3319,109,3055,111,0,1
11,3172,2320,723,786,15,1,0
6,8959,1646,811,457,175,1,0
5,6450,3909,552,345,27,1,0
13,6520,8015,398,2783,149,1,0
5,654,3420,171,554,111,1,0
12,6821,356,697,1021,128,0,1
6,2446,7485,725,3588,115,1,0
12,5892,3081,305,788,169,0,1
7,8412,2280,563,1820,97,1,0
10,3666,4131,581,2984,69,0,1
7,4277,5123,707,705,91,1,0
11,4402,7422,958,1128,2,1,0
14,2569,2787,953,2295,80,0,0
13,5515,4209,150,812,43,0,0
6,9205,6540,427,3095,154,0,0
9,3985,9389,620,953,178,0,0
10,8167,9470,466,815,23,1,0
8,7448,465,629,1549,147,0,1
8,4310,1487,876,144,159,0,0
8,3019,4942,606,2778,98,1,0
6,3681,4597,767,863,140,0,0
8,9635,4536,555,1217,111,0,1
5,4196,325,947,2513,170,0,0
